,State Name,County Name,PERCENT_MALE,PERCENT_FEMALE,Age 16 to 24,Age 25 to 34,Age 35 to 54,Age 55 and Up
2365,South Dakota,Bon Homme County,59.22,40.78,12.14,13.29,24.24,34.33
2366,South Dakota,Brookings County,51.41,48.59,28.61,12.94,18.88,22.17
2367,South Dakota,Brown County,49.33,50.67,12.86,13.41,22.62,31.16
2368,South Dakota,Brule County,49.9,50.1,11.7,10.04,22.07,34.42
2369,South Dakota,Buffalo County,49.39,50.61,16.41,13.1,21.25,17.18
2370,South Dakota,Butte County,51.01,48.99,10.91,11.28,21.8,35.52
2371,South Dakota,Campbell County,51.67,48.33,9.01,8.21,18.68,50.65
2372,South Dakota,Charles Mix County,50.37,49.63,12.35,10.48,20.06,31.49
2373,South Dakota,Clark County,51.26,48.74,8.91,12.5,18.39,36.16
2374,South Dakota,Clay County,49.89,50.11,34.07,12.8,16.87,21.56
2375,South Dakota,Codington County,50.2,49.8,11.84,12.6,23.48,32.33
2376,South Dakota,Corson County,49.71,50.29,13.68,11.31,20.48,23.45
2377,South Dakota,Custer County,49.54,50.46,7.8,7.49,21.71,51.68
2378,South Dakota,Davison County,49.99,50.01,13.42,12.83,21.8,32.57
2379,South Dakota,Day County,50.79,49.21,10.38,9.13,19.93,42.09
2380,South Dakota,Deuel County,51.99,48.01,10.2,11.54,21.77,37.07
2381,South Dakota,Dewey County,49.49,50.51,13.9,12.49,19.86,20.89
2382,South Dakota,Douglas County,49.91,50.09,11.19,9.11,18.73,39.47
2383,South Dakota,Edmunds County,50.01,49.99,10.81,10.05,21.62,38.44
2384,South Dakota,Fall River County,50.54,49.46,8.98,8.67,21.26,47.46
2385,South Dakota,Faulk County,50.07,49.93,10.44,10.13,19.44,38.28
2386,South Dakota,Grant County,52.35,47.65,10.71,9.59,22.62,38.2
2387,South Dakota,Gregory County,51.47,48.53,10.87,8.84,20.57,40.17
2388,South Dakota,Haakon County,49.66,50.34,10.69,8.74,19.17,42.13
2389,South Dakota,Hamlin County,51.23,48.77,13.94,10.42,20.72,27.89
2390,South Dakota,Hand County,49.8,50.2,10.25,9.4,20.09,41.68
2391,South Dakota,Hanson County,50.19,49.81,13.0,9.56,24.21,28.29
2392,South Dakota,Harding County,53.0,47.0,11.86,11.94,22.42,34.36
2393,South Dakota,Hughes County,49.31,50.69,10.68,13.07,23.5,32.06
2394,South Dakota,Hutchinson County,49.25,50.75,10.85,9.55,20.98,37.03
2395,South Dakota,Hyde County,51.88,48.12,9.61,11.38,19.75,41.28
2396,South Dakota,Jackson County,50.09,49.91,13.13,11.84,20.36,24.55
2397,South Dakota,Jerauld County,50.02,49.98,8.64,9.74,21.01,40.59
2398,South Dakota,Jones County,50.72,49.28,8.97,9.63,20.6,41.97
2399,South Dakota,Kingsbury County,51.25,48.75,10.18,10.04,20.49,39.4
2400,South Dakota,Lake County,52.09,47.91,14.28,9.16,19.93,40.06
2401,South Dakota,Lawrence County,50.11,49.89,14.38,11.77,21.39,38.1
2402,South Dakota,Lincoln County,49.54,50.46,11.56,14.56,26.38,24.08
2403,South Dakota,Lyman County,51.81,48.19,13.41,11.19,20.31,30.63
2404,South Dakota,McCook County,49.95,50.05,11.17,10.74,22.45,32.21
2405,South Dakota,McPherson County,49.98,50.02,9.54,8.45,19.0,41.91
2406,South Dakota,Marshall County,53.25,46.75,10.23,12.42,20.85,36.11
2407,South Dakota,Meade County,52.03,47.97,14.21,14.39,23.08,29.46
2408,South Dakota,Mellette County,51.29,48.71,14.12,12.03,18.87,28.48
2409,South Dakota,Miner County,51.85,48.15,12.18,9.39,19.72,38.81
2410,South Dakota,Minnehaha County,50.56,49.44,12.4,15.56,24.73,25.87
2411,South Dakota,Moody County,50.18,49.82,11.57,9.73,22.45,33.96
2412,South Dakota,Oglala Lakota County,49.1,50.9,16.32,15.69,20.49,16.08
2413,South Dakota,Pennington County,50.29,49.71,11.78,13.28,22.55,33.24
2414,South Dakota,Perkins County,50.23,49.77,9.67,8.52,21.29,43.32
2415,South Dakota,Potter County,49.23,50.77,9.61,8.87,19.28,44.87
2416,South Dakota,Roberts County,50.87,49.13,12.06,10.11,20.03,32.66
2417,South Dakota,Sanborn County,51.83,48.17,10.37,11.13,21.59,35.79
2418,South Dakota,Spink County,50.22,49.78,11.07,11.29,21.89,37.2
2419,South Dakota,Stanley County,51.0,49.0,10.23,10.23,24.14,34.34
2420,South Dakota,Sully County,52.48,47.52,9.49,8.55,21.06,43.64
2421,South Dakota,Todd County,48.4,51.6,16.35,13.24,18.96,15.9
2422,South Dakota,Tripp County,50.17,49.83,11.19,10.4,20.53,38.04
2423,South Dakota,Turner County,50.14,49.86,10.27,10.21,23.54,35.69
2424,South Dakota,Union County,50.55,49.45,11.31,11.79,24.6,32.08
2425,South Dakota,Walworth County,50.14,49.86,10.86,11.28,19.85,38.47
2426,South Dakota,Yankton County,52.08,47.92,12.37,12.51,23.78,33.87
2427,South Dakota,Ziebach County,49.82,50.18,18.65,11.87,25.0,23.26
2428,Tennessee,Anderson County,48.73,51.27,11.1,12.22,24.69,34.67
2429,Tennessee,Bedford County,49.31,50.69,12.63,13.6,25.26,27.54
2430,Tennessee,Benton County,48.91,51.09,10.1,10.15,24.07,39.08
2431,Tennessee,Bledsoe County,59.51,40.49,9.79,13.89,30.35,34.34
2432,Tennessee,Blount County,48.59,51.41,11.45,12.02,25.16,35.15
2433,Tennessee,Bradley County,48.66,51.34,13.33,12.94,25.49,30.4
2434,Tennessee,Campbell County,49.12,50.88,11.12,11.76,25.5,34.91
2435,Tennessee,Cannon County,49.82,50.18,10.68,12.99,25.56,32.94
2436,Tennessee,Carroll County,48.94,51.06,13.02,11.36,23.32,34.43
2437,Tennessee,Carter County,49.12,50.88,10.27,12.5,25.12,37.44
2438,Tennessee,Cheatham County,49.54,50.46,11.43,12.97,27.13,30.72
2439,Tennessee,Chester County,47.95,52.05,17.34,11.5,23.58,29.89
2440,Tennessee,Claiborne County,49.02,50.98,12.55,12.84,24.63,34.52
2441,Tennessee,Clay County,49.05,50.95,9.21,9.95,24.01,40.12
2442,Tennessee,Cocke County,48.5,51.5,10.56,11.19,24.38,37.23
2443,Tennessee,Coffee County,48.8,51.2,11.9,12.49,24.61,30.97
2444,Tennessee,Crockett County,47.55,52.45,11.6,11.9,24.27,33.03
2445,Tennessee,Cumberland County,48.79,51.21,8.85,9.89,20.04,46.92
2446,Tennessee,Davidson County,48.17,51.83,12.71,20.57,25.17,23.92
2447,Tennessee,Decatur County,48.99,51.01,10.52,9.63,23.81,39.4
2448,Tennessee,DeKalb County,49.82,50.18,11.04,12.39,25.35,33.55
2449,Tennessee,Dickson County,49.09,50.91,11.55,13.09,26.12,30.46
2450,Tennessee,Dyer County,48.23,51.77,12.31,12.56,24.66,30.97
2451,Tennessee,Fayette County,49.28,50.72,10.27,11.1,24.54,38.99
2452,Tennessee,Fentress County,49.17,50.83,11.14,10.58,24.12,37.49
2453,Tennessee,Franklin County,49.02,50.98,15.21,11.02,22.92,34.91
2454,Tennessee,Gibson County,48.13,51.87,11.73,11.98,24.79,31.6
2455,Tennessee,Giles County,48.57,51.43,11.57,11.85,23.75,35.61
2456,Tennessee,Grainger County,50.3,49.7,11.2,10.88,25.8,35.96
2457,Tennessee,Greene County,49.16,50.84,11.6,11.09,24.92,36.84
2458,Tennessee,Grundy County,49.65,50.35,11.51,11.58,24.85,34.83
2459,Tennessee,Hamblen County,48.92,51.08,11.86,12.25,25.27,31.66
2460,Tennessee,Hamilton County,48.27,51.73,11.99,14.72,24.78,31.21
2461,Tennessee,Hancock County,49.18,50.82,10.63,11.01,23.73,37.43
2462,Tennessee,Hardeman County,55.08,44.92,11.87,15.08,25.48,31.8
2463,Tennessee,Hardin County,48.64,51.36,10.67,10.79,23.63,38.29
2464,Tennessee,Hawkins County,49.19,50.81,10.99,11.43,25.36,36.48
2465,Tennessee,Haywood County,46.8,53.2,11.82,11.53,23.77,34.51
2466,Tennessee,Henderson County,48.98,51.02,11.5,11.88,25.4,32.6
2467,Tennessee,Henry County,48.54,51.46,10.25,10.77,23.47,38.74
2468,Tennessee,Hickman County,52.52,47.48,11.57,13.29,26.29,31.96
2469,Tennessee,Houston County,49.25,50.75,11.25,11.52,25.09,34.97
2470,Tennessee,Humphreys County,49.9,50.1,11.17,11.8,24.75,34.8
2471,Tennessee,Jackson County,50.0,50.0,10.05,10.73,24.7,39.92
2472,Tennessee,Jefferson County,49.26,50.74,12.29,11.18,25.17,35.72
2473,Tennessee,Johnson County,53.65,46.35,10.09,11.97,26.33,37.82
2474,Tennessee,Knox County,48.63,51.37,15.35,13.79,24.92,28.65
2475,Tennessee,Lake County,62.83,37.17,12.8,17.92,28.22,29.4
2476,Tennessee,Lauderdale County,51.89,48.11,12.96,13.72,25.85,29.41
2477,Tennessee,Lawrence County,49.31,50.69,11.9,12.42,24.23,30.88
2478,Tennessee,Lewis County,48.95,51.05,11.36,11.4,23.42,36.01
2479,Tennessee,Lincoln County,48.95,51.05,11.18,11.29,24.52,34.68
2480,Tennessee,Loudon County,49.32,50.68,9.87,10.17,22.04,42.15
2481,Tennessee,McMinn County,48.69,51.31,11.83,11.84,24.7,34.29
2482,Tennessee,McNairy County,48.99,51.01,11.61,11.18,24.73,35.16
2483,Tennessee,Macon County,48.89,51.11,11.92,13.53,24.82,29.07
2484,Tennessee,Madison County,47.37,52.63,14.1,12.79,23.43,31.17
2485,Tennessee,Marion County,48.98,51.02,11.19,11.65,24.61,35.28
2486,Tennessee,Marshall County,48.97,51.03,11.82,13.23,26.01,29.94
2487,Tennessee,Maury County,48.31,51.69,11.03,13.97,25.47,29.97
2488,Tennessee,Meigs County,49.57,50.43,11.13,10.52,25.64,36.25
2489,Tennessee,Monroe County,49.81,50.19,10.94,11.72,23.97,36.24
2490,Tennessee,Montgomery County,49.76,50.24,14.63,18.86,24.36,19.17
2491,Tennessee,Moore County,49.2,50.8,11.1,10.59,25.57,37.24
2492,Tennessee,Morgan County,54.64,45.36,11.86,13.35,26.99,32.47
2493,Tennessee,Obion County,48.36,51.64,11.68,11.47,24.48,34.65
2494,Tennessee,Overton County,49.69,50.31,11.62,11.72,24.65,34.72
2495,Tennessee,Perry County,50.33,49.67,11.12,11.54,23.43,35.28
2496,Tennessee,Pickett County,49.7,50.3,10.16,8.74,23.44,44.16
2497,Tennessee,Polk County,49.45,50.55,11.01,10.68,25.98,36.86
2498,Tennessee,Putnam County,49.68,50.32,17.87,13.16,23.1,28.71
2499,Tennessee,Rhea County,49.65,50.35,13.12,11.74,24.24,32.5
2500,Tennessee,Roane County,49.12,50.88,10.69,10.81,24.28,39.17
2501,Tennessee,Robertson County,49.37,50.63,11.73,12.95,26.52,29.34
2502,Tennessee,Rutherford County,49.13,50.87,16.13,14.92,26.93,21.65
2503,Tennessee,Scott County,49.11,50.89,12.44,12.15,25.65,30.26
2504,Tennessee,Sequatchie County,49.53,50.47,11.19,11.17,24.99,36.0
2505,Tennessee,Sevier County,49.12,50.88,11.21,12.09,24.72,35.27
2506,Tennessee,Shelby County,47.44,52.56,13.0,15.06,24.63,26.42
2507,Tennessee,Smith County,49.71,50.29,11.65,12.43,25.38,32.01
2508,Tennessee,Stewart County,49.96,50.04,11.2,11.1,25.02,35.86
2509,Tennessee,Sullivan County,48.66,51.34,10.89,11.95,24.9,36.65
2510,Tennessee,Sumner County,48.82,51.18,11.74,12.57,26.94,29.47
2511,Tennessee,Tipton County,49.27,50.73,12.83,12.99,25.79,28.67
2512,Tennessee,Trousdale County,58.86,41.14,13.78,21.53,25.72,23.67
2513,Tennessee,Unicoi County,49.48,50.52,10.83,10.93,24.41,38.88
2514,Tennessee,Union County,49.54,50.46,10.97,12.13,25.17,34.07
2515,Tennessee,Van Buren County,50.43,49.57,10.29,10.22,24.35,38.79
2516,Tennessee,Warren County,49.68,50.32,11.89,12.29,25.38,31.37
2517,Tennessee,Washington County,48.85,51.15,15.41,12.7,24.3,32.04
2518,Tennessee,Wayne County,55.38,44.62,10.88,14.6,27.47,33.59
2519,Tennessee,Weakley County,48.84,51.16,19.02,11.36,22.03,31.69
2520,Tennessee,White County,48.95,51.05,10.96,11.99,24.34,34.74
2521,Tennessee,Williamson County,49.12,50.88,12.99,9.38,29.63,26.36
2522,Tennessee,Wilson County,49.2,50.8,11.58,12.01,27.71,29.35
2523,Texas,Anderson County,61.44,38.56,11.12,16.02,30.46,26.7
2524,Texas,Andrews County,51.15,48.85,13.92,15.09,24.64,20.2
2525,Texas,Angelina County,48.84,51.16,13.06,12.86,23.89,29.05
2526,Texas,Aransas County,49.48,50.52,9.49,9.49,20.99,45.35
2527,Texas,Archer County,48.94,51.06,11.65,10.73,24.03,36.03
2528,Texas,Armstrong County,48.91,51.09,9.33,8.74,23.26,39.37
2529,Texas,Atascosa County,49.8,50.2,13.41,13.02,24.45,26.47
2530,Texas,Austin County,49.72,50.28,11.73,11.36,23.08,34.02
2531,Texas,Bailey County,50.23,49.77,14.79,11.47,22.46,25.8
2532,Texas,Bandera County,49.64,50.36,8.82,8.53,21.67,47.47
2533,Texas,Bastrop County,50.85,49.15,12.93,12.18,24.44,29.52
2534,Texas,Baylor County,48.56,51.44,9.92,10.86,21.92,37.76
2535,Texas,Bee County,60.88,39.12,14.66,17.56,27.71,22.62
2536,Texas,Bell County,49.68,50.32,15.43,16.52,23.61,21.02
2537,Texas,Bexar County,49.4,50.6,14.39,16.0,25.55,22.96
2538,Texas,Blanco County,49.87,50.13,10.35,8.83,23.33,43.37
2539,Texas,Borden County,51.53,48.47,9.79,8.41,25.54,40.37
2540,Texas,Bosque County,49.44,50.56,10.5,9.65,22.0,40.44
2541,Texas,Bowie County,50.05,49.95,12.36,13.74,24.78,29.5
2542,Texas,Brazoria County,50.51,49.49,12.63,13.97,27.94,23.81
2543,Texas,Brazos County,50.36,49.64,28.41,15.8,20.43,17.93
2544,Texas,Brewster County,50.95,49.05,10.45,12.43,24.18,37.74
2545,Texas,Briscoe County,49.74,50.26,9.44,11.51,22.96,39.72
2546,Texas,Brooks County,50.98,49.02,12.9,12.91,20.63,29.78
2547,Texas,Brown County,49.47,50.53,13.32,11.93,23.53,34.16
2548,Texas,Burleson County,49.36,50.64,11.02,11.28,22.82,36.75
2549,Texas,Burnet County,49.01,50.99,11.16,10.69,22.38,38.51
2550,Texas,Caldwell County,50.45,49.55,15.69,13.47,24.72,27.26
2551,Texas,Calhoun County,51.34,48.66,12.76,12.66,22.95,31.96
2552,Texas,Callahan County,49.59,50.41,10.69,11.1,24.07,36.33
2553,Texas,Cameron County,48.75,51.25,15.95,12.55,23.28,23.63
2554,Texas,Camp County,48.59,51.41,13.08,11.65,21.7,31.74
2555,Texas,Carson County,50.32,49.68,11.69,11.2,22.78,35.61
2556,Texas,Cass County,48.33,51.67,11.39,10.16,23.05,37.25
2557,Texas,Castro County,51.3,48.7,14.99,11.18,21.14,28.9
2558,Texas,Chambers County,50.47,49.53,13.35,13.59,27.22,22.92
2559,Texas,Cherokee County,50.95,49.05,13.66,11.94,23.53,29.95
2560,Texas,Childress County,61.25,38.75,16.32,20.33,21.61,26.29
2561,Texas,Clay County,49.95,50.05,10.66,10.01,22.77,40.73
2562,Texas,Cochran County,50.72,49.28,12.83,13.53,23.06,28.85
2563,Texas,Coke County,50.04,49.96,10.33,10.22,20.19,41.45
2564,Texas,Coleman County,50.9,49.1,10.26,8.66,21.53,43.01
2565,Texas,Collin County,49.25,50.75,12.98,12.79,30.75,22.56
2566,Texas,Collingsworth County,48.97,51.03,11.75,11.23,23.53,31.99
2567,Texas,Colorado County,50.36,49.64,11.84,11.0,21.04,37.02
2568,Texas,Comal County,49.5,50.5,11.63,11.51,25.61,32.87
2569,Texas,Comanche County,49.83,50.17,11.09,10.02,22.08,38.38
2570,Texas,Concho County,53.15,46.85,9.57,9.54,24.61,41.45
2571,Texas,Cooke County,49.87,50.13,12.51,12.29,22.74,32.98
2572,Texas,Coryell County,49.8,50.2,15.9,19.72,25.69,19.3
2573,Texas,Cottle County,48.71,51.29,11.73,8.94,21.53,39.7
2574,Texas,Crane County,50.41,49.59,14.57,13.24,24.14,24.22
2575,Texas,Crockett County,50.17,49.83,11.81,11.23,24.74,31.32
2576,Texas,Crosby County,49.63,50.37,13.0,11.28,22.75,31.81
2577,Texas,Culberson County,49.88,50.12,11.56,12.67,21.37,35.7
2578,Texas,Dallam County,52.64,47.36,13.43,14.53,23.54,21.75
2579,Texas,Dallas County,49.33,50.67,13.65,16.65,25.95,22.1
2580,Texas,Dawson County,54.7,45.3,13.98,15.85,22.53,25.73
2581,Texas,Deaf Smith County,49.85,50.15,14.96,13.58,22.46,23.13
2582,Texas,Delta County,49.77,50.23,11.2,10.88,23.32,35.13
2583,Texas,Denton County,49.17,50.83,13.56,14.79,29.72,21.99
2584,Texas,DeWitt County,52.5,47.5,10.48,11.9,24.92,33.84
2585,Texas,Dickens County,55.5,44.5,12.44,13.57,22.52,37.04
2586,Texas,Dimmit County,48.73,51.27,14.05,12.33,22.09,27.81
2587,Texas,Donley County,49.18,50.82,16.2,8.79,19.77,39.05
2588,Texas,Duval County,51.15,48.85,13.81,12.82,22.36,29.41
2589,Texas,Eastland County,50.0,50.0,14.12,10.61,21.53,36.45
2590,Texas,Ector County,51.05,48.95,14.48,16.93,23.7,19.16
2591,Texas,Edwards County,53.0,47.0,9.16,9.16,19.46,43.74
2592,Texas,Ellis County,49.39,50.61,13.37,13.01,26.41,25.39
2593,Texas,El Paso County,49.43,50.57,15.79,15.23,23.79,22.98
2594,Texas,Erath County,49.0,51.0,23.97,12.78,20.3,25.76
2595,Texas,Falls County,47.38,52.62,11.86,14.67,23.93,31.98
2596,Texas,Fannin County,53.15,46.85,11.7,13.11,25.35,32.41
2597,Texas,Fayette County,49.26,50.74,10.55,9.64,21.26,42.2
2598,Texas,Fisher County,50.03,49.97,9.82,11.23,20.94,39.56
2599,Texas,Floyd County,50.26,49.74,12.75,11.47,22.86,30.95
2600,Texas,Foard County,47.36,52.64,10.48,9.44,21.47,43.29
2601,Texas,Fort Bend County,49.07,50.93,13.16,11.85,29.27,23.29
2602,Texas,Franklin County,49.76,50.24,11.52,10.64,22.55,36.66
2603,Texas,Freestone County,51.97,48.03,11.03,11.17,25.72,33.56
2604,Texas,Frio County,59.17,40.83,17.09,19.28,23.04,21.18
2605,Texas,Gaines County,50.61,49.39,15.15,13.58,22.24,18.69
2606,Texas,Galveston County,49.09,50.91,12.61,13.27,25.98,28.26
2607,Texas,Garza County,65.02,34.98,16.55,20.82,26.36,22.83
2608,Texas,Gillespie County,48.73,51.27,10.29,8.76,19.84,44.95
2609,Texas,Glasscock County,55.15,44.85,12.85,13.77,25.76,26.61
2610,Texas,Goliad County,49.18,50.82,11.1,10.19,22.72,39.2
2611,Texas,Gonzales County,50.65,49.35,13.34,12.15,22.4,30.1
2612,Texas,Gray County,53.79,46.21,11.72,13.55,25.5,28.05
2613,Texas,Grayson County,48.9,51.1,12.49,12.34,23.78,31.66
2614,Texas,Gregg County,48.62,51.38,13.55,13.67,23.36,27.9
2615,Texas,Grimes County,54.41,45.59,12.08,13.04,24.75,31.89
2616,Texas,Guadalupe County,49.47,50.53,13.3,12.95,27.5,25.97
2617,Texas,Hale County,52.12,47.88,15.84,14.14,23.22,24.61
2618,Texas,Hall County,48.92,51.08,12.48,9.31,22.2,38.33
2619,Texas,Hamilton County,50.01,49.99,10.54,10.72,20.86,39.89
2620,Texas,Hansford County,50.44,49.56,14.74,12.0,22.45,26.69
2621,Texas,Hardeman County,50.5,49.5,11.72,10.09,24.54,36.21
2622,Texas,Hardin County,49.17,50.83,11.73,12.67,24.81,30.55
2623,Texas,Harris County,49.63,50.37,13.51,16.0,26.7,21.66
2624,Texas,Harrison County,49.0,51.0,13.0,11.99,23.74,30.75
2625,Texas,Hartley County,60.17,39.83,10.47,14.63,31.28,26.52
2626,Texas,Haskell County,53.0,47.0,12.21,14.32,22.5,37.42
2627,Texas,Hays County,49.65,50.35,19.81,14.28,25.16,21.71
2628,Texas,Hemphill County,49.88,50.12,13.64,10.45,24.3,27.44
2629,Texas,Henderson County,48.97,51.03,11.49,11.08,22.56,37.38
2630,Texas,Hidalgo County,49.04,50.96,16.38,13.56,23.58,19.74
2631,Texas,Hill County,49.68,50.32,12.15,11.34,22.67,34.82
2632,Texas,Hockley County,49.85,50.15,15.76,13.53,22.55,26.96
2633,Texas,Hood County,48.74,51.26,10.07,10.59,21.78,40.19
2634,Texas,Hopkins County,49.24,50.76,12.45,12.34,23.44,31.9
2635,Texas,Houston County,53.53,46.47,9.79,11.6,25.89,36.35
2636,Texas,Howard County,57.14,42.86,13.08,16.16,27.79,24.61
2637,Texas,Hudspeth County,53.09,46.91,12.32,19.38,25.19,25.83
2638,Texas,Hunt County,49.23,50.77,14.05,12.76,24.18,29.36
2639,Texas,Hutchinson County,50.54,49.46,12.66,12.16,23.99,30.21
2640,Texas,Irion County,50.85,49.15,11.13,11.72,21.94,37.11
2641,Texas,Jack County,56.49,43.51,13.41,14.1,25.01,29.6
2642,Texas,Jackson County,49.76,50.24,12.25,12.22,23.1,31.23
2643,Texas,Jasper County,49.48,50.52,11.5,11.39,23.09,34.37
2644,Texas,Jeff Davis County,51.19,48.81,7.43,10.2,22.3,56.77
2645,Texas,Jefferson County,51.13,48.87,13.12,14.47,24.61,27.52
2646,Texas,Jim Hogg County,51.27,48.73,13.87,11.6,21.63,27.56
2647,Texas,Jim Wells County,49.62,50.38,13.56,12.99,23.37,27.11
2648,Texas,Johnson County,49.99,50.01,12.95,13.15,25.71,26.71
2649,Texas,Jones County,62.75,37.25,12.81,16.99,28.17,27.77
2650,Texas,Karnes County,58.56,41.44,14.43,18.12,24.77,25.15
2651,Texas,Kaufman County,49.3,50.7,12.8,13.79,26.95,23.23
2652,Texas,Kendall County,49.02,50.98,12.33,9.61,26.04,33.51
2653,Texas,Kenedy County,52.48,47.52,16.83,11.88,22.77,29.46
2654,Texas,Kent County,50.92,49.08,10.24,8.01,22.05,41.6
2655,Texas,Kerr County,48.15,51.85,11.36,10.44,19.93,42.6
2656,Texas,Kimble County,49.02,50.98,9.82,9.43,20.47,45.42
2657,Texas,King County,50.0,50.0,8.09,11.4,24.26,33.82
2658,Texas,Kinney County,54.87,45.13,12.44,12.24,23.94,35.72
2659,Texas,Kleberg County,50.82,49.18,24.15,14.05,19.91,22.03
2660,Texas,Knox County,48.91,51.09,10.97,11.71,21.34,33.73
2661,Texas,Lamar County,48.13,51.87,11.96,12.44,23.2,32.64
2662,Texas,Lamb County,49.6,50.4,13.24,11.67,22.42,29.79
2663,Texas,Lampasas County,49.12,50.88,11.41,10.29,25.32,35.32
2664,Texas,La Salle County,58.84,41.16,20.27,18.09,23.14,22.13
2665,Texas,Lavaca County,48.94,51.06,11.47,10.15,21.55,37.56
2666,Texas,Lee County,50.34,49.66,12.0,11.82,24.06,34.57
2667,Texas,Leon County,49.72,50.28,10.54,9.74,20.83,40.24
2668,Texas,Liberty County,49.39,50.61,13.28,14.21,25.08,24.71
2669,Texas,Limestone County,51.35,48.65,12.11,12.88,22.87,33.84
2670,Texas,Lipscomb County,51.13,48.87,12.19,11.63,22.64,33.19
2671,Texas,Live Oak County,54.93,45.07,10.7,14.38,23.27,35.14
2672,Texas,Llano County,48.44,51.56,7.78,7.79,17.96,54.06
2673,Texas,Loving County,57.99,42.01,13.61,18.93,18.93,24.85
2674,Texas,Lubbock County,49.27,50.73,20.64,14.66,21.86,23.05
2675,Texas,Lynn County,51.27,48.73,11.88,12.43,23.32,29.52
2676,Texas,McCulloch County,50.39,49.61,11.96,10.93,22.36,36.59
2677,Texas,McLennan County,48.81,51.19,18.3,13.25,22.18,25.89
2678,Texas,McMullen County,52.76,47.24,9.83,10.09,23.82,40.24
2679,Texas,Madison County,57.59,42.41,15.18,17.59,23.54,26.04
2680,Texas,Marion County,49.08,50.92,8.93,9.66,21.92,44.51
2681,Texas,Martin County,50.18,49.82,13.2,13.93,23.43,22.91
2682,Texas,Mason County,51.15,48.85,10.44,8.89,20.75,43.64
2683,Texas,Matagorda County,50.28,49.72,12.15,12.89,22.19,31.22
2684,Texas,Maverick County,50.14,49.86,16.83,13.99,22.48,20.88
2685,Texas,Medina County,51.62,48.38,14.03,12.14,24.65,30.59
2686,Texas,Menard County,49.86,50.14,8.98,7.3,19.27,48.97
2687,Texas,Midland County,50.76,49.24,12.7,17.91,24.14,20.71
2688,Texas,Milam County,49.37,50.63,12.26,10.52,22.76,35.29
2689,Texas,Mills County,49.99,50.01,10.9,8.29,20.91,43.65
2690,Texas,Mitchell County,60.57,39.43,15.11,17.23,25.64,24.76
2691,Texas,Montague County,49.12,50.88,11.11,10.82,22.85,36.73
2692,Texas,Montgomery County,49.49,50.51,12.76,12.71,27.2,25.77
2693,Texas,Moore County,51.87,48.13,13.91,13.74,23.95,21.7
2694,Texas,Morris County,48.01,51.99,11.2,11.15,22.14,36.29
2695,Texas,Motley County,51.0,49.0,10.58,10.58,17.25,45.42
2696,Texas,Nacogdoches County,48.11,51.89,22.58,11.74,19.96,26.37
2697,Texas,Navarro County,49.09,50.91,13.09,11.63,23.04,30.29
2698,Texas,Newton County,51.28,48.72,12.23,11.93,23.78,36.23
2699,Texas,Nolan County,49.9,50.1,13.41,11.42,22.96,30.56
2700,Texas,Nueces County,49.41,50.59,14.12,14.21,24.51,27.01
2701,Texas,Ochiltree County,50.17,49.83,14.24,13.4,23.27,23.19
2702,Texas,Oldham County,52.41,47.59,14.73,11.7,28.08,29.97
2703,Texas,Orange County,49.59,50.41,11.99,13.33,24.42,29.69
2704,Texas,Palo Pinto County,49.12,50.88,11.88,11.97,22.05,34.81
2705,Texas,Panola County,49.62,50.38,12.52,11.48,23.23,33.8
2706,Texas,Parker County,49.82,50.18,11.97,11.87,26.14,29.59
2707,Texas,Parmer County,51.72,48.28,13.96,12.52,23.55,26.57
2708,Texas,Pecos County,56.7,43.3,12.18,15.55,26.95,24.43
2709,Texas,Polk County,54.06,45.94,10.6,12.16,24.46,36.14
2710,Texas,Potter County,51.39,48.61,13.23,14.85,24.83,24.05
2711,Texas,Presidio County,51.3,48.7,11.26,10.29,21.24,34.2
2712,Texas,Rains County,49.94,50.06,9.61,10.28,21.95,41.43
2713,Texas,Randall County,49.06,50.94,13.74,14.52,24.42,27.47
2714,Texas,Reagan County,53.42,46.58,13.98,12.52,26.68,22.11
2715,Texas,Real County,49.39,50.61,8.81,8.92,20.74,47.71
2716,Texas,Red River County,48.57,51.43,10.11,10.45,22.77,40.56
2717,Texas,Reeves County,61.16,38.84,15.53,17.66,27.42,20.56
2718,Texas,Refugio County,49.45,50.55,11.36,10.39,22.47,37.54
2719,Texas,Roberts County,49.53,50.47,10.19,9.95,22.83,37.35
2720,Texas,Robertson County,49.17,50.83,11.16,11.75,23.78,33.49
2721,Texas,Rockwall County,49.39,50.61,13.07,11.17,29.08,24.97
2722,Texas,Runnels County,50.67,49.33,12.14,10.92,23.52,34.56
2723,Texas,Rusk County,53.74,46.26,12.56,13.56,25.75,29.82
2724,Texas,Sabine County,48.95,51.05,9.06,9.21,19.17,47.81
2725,Texas,San Augustine County,49.3,50.7,9.07,10.28,20.52,43.73
2726,Texas,San Jacinto County,49.78,50.22,10.86,10.72,22.1,38.75
2727,Texas,San Patricio County,50.42,49.58,13.22,13.31,24.61,27.0
2728,Texas,San Saba County,54.17,45.83,13.15,14.75,19.12,36.81
2729,Texas,Schleicher County,49.62,50.38,13.25,10.99,24.38,32.33
2730,Texas,Scurry County,54.05,45.95,13.46,13.47,25.1,27.2
2731,Texas,Shackelford County,48.85,51.15,10.84,11.21,21.78,37.61
2732,Texas,Shelby County,49.6,50.4,12.55,11.81,23.28,30.77
